STUDY_ID	SAMPLE_ID	TP53	EGFR	KRAS	AURKA
luad_tcga_pan_can_atlas_2018	TCGA-69-8253-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-69-8254-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-69-8255-01	0.8626	-0.2202	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-69-8453-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-69-A59K-01	0.9729	-0.5927	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-71-6725-01	-0.7769	0.2705	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-71-8520-01	1.1671	2.0739	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4658-01	-0.3706	0.5305	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4659-01	-0.4914	0.4698	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4662-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4666-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4668-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4670-01	-4.9905	-0.1763	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4675-01	-1.2618	0.615	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4676-01	-1.0163	0.5523	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-4677-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-7498-01	-0.7821	-0.8244	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-7499-01	-0.5341	0.9214	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-73-A9RS-01	1.0571	-0.2245	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-5122-01	-0.7043	0.4145	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-5125-01	-0.0307	-0.7203	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-5126-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-5146-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-5147-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-6203-01	-0.0148	-0.2124	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-6205-01	-0.3239	1.727	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-6206-01	-0.1683	-0.566	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-6207-01	-0.9439	-0.5736	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-6211-01	-0.7883	-0.1059	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-6212-01	-0.2972	0.2616	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-6214-01	-0.3267	2.1113	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-7025-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-7027-01	-1.0454	-0.4109	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-7030-01	-1.7232	-0.5046	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-75-7031-01	1.2025	-1.8003	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7143-01	0.1693	0.6748	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7145-01	-0.4572	-0.2733	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7146-01	0.3471	0.5308	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7147-01	-1.0619	-0.3071	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7148-01	0.1868	-0.1617	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7149-01	-0.1816	-0.9275	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7150-01	-0.1196	-0.4933	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7152-01	-0.2925	-0.391	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7153-01	-0.2407	-0.5381	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7154-01	1.1769	-0.5565	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7155-01	2.1094	-1.7906	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7156-01	-0.6441	-0.395	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7158-01	-0.1797	-0.1579	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7159-01	-0.223	-0.8224	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7160-01	0.1258	-0.4871	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7161-01	-0.4451	-1.3328	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7162-01	-1.3642	-1.0929	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7163-01	-0.2938	0.4948	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7166-01	0.0622	-0.7384	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7167-01	-0.1908	-0.3064	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7220-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7535-01	-0.7817	0.6397	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7536-01	1.063	-0.0822	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7537-01	-1.002	-0.5288	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7539-01	-1.3119	0.6663	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7540-01	-0.2875	0.5657	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7542-01	-0.3432	0.5588	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-7633-01	-0.5057	-0.9548	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-8640-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-8648-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-8655-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-8660-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-78-8662-01	-0.2902	2.2088	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-80-5607-01	-0.7556	-0.4941	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-80-5608-01	-0.8651	0.2415	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-80-5611-01	0.107	-1.2034	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-83-5908-01	0.6986	-0.2641	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-6562-01	-0.7062	-0.3401	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-6851-01	0.1725	-0.6065	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-7701-01	1.3745	-0.3813	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-7711-01	-0.8721	-1.0337	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-7713-01	-1.2939	0.1797	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-7714-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-7953-01	-1.2901	-1.4316	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-7954-01	0.6461	-1.0916	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-7955-01	-1.2024	0.3125	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8054-01	-0.2382	1.5314	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8055-01	0.4487	1.8453	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8056-01	0.2149	0.0563	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8073-01	-0.0607	-0.8134	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8074-01	1.3243	2.1955	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8075-01	-0.0103	0.2751	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8076-01	1.455	-0.8756	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8278-01	1.5792	0.4505	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8279-01	0.0365	-0.0773	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8280-01	1.0877	1.1603	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8281-01	0.6816	-1.1326	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8358-01	0.5926	-1.4274	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8359-01	0.2556	-0.3417	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8585-01	0.6221	-1.1257	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8668-01	1.2271	2.7019	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8669-01	1.076	-0.5955	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8671-01	0.0797	-0.3604	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8672-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8673-01	1.6628	-0.0743	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-8674-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-A456-01	0.9282	0.0662	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-A4D0-01	1.8155	-1.3983	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-A4JF-01	0.8969	1.0229	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-A4P7-01	0.483	-0.0525	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-86-A4P8-01	0.2469	0.4533	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6828-01	-0.8977	-0.772	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6829-01	-1.2421	-0.4723	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6830-01	-0.602	-0.141	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6831-01	-0.6151	-0.1555	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6835-01	-0.8092	-0.7863	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6836-01	-1.6079	-0.4093	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6840-01	0.6771	-0.3609	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6847-01	0.8482	5.3404	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6848-01	0.1011	-0.2768	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-6849-01	-0.9454	-0.4355	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-7771-01	-1.5014	-1.2614	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-8496-01	0.3884	0.4602	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-8497-01	0.9676	-0.4461	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-8499-01	2.167	-0.4142	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-A4BC-01	-0.17	-0.2219	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-91-A4BD-01	3.617	0.3631	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-93-7347-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-93-7348-01	-0.1667	-1.0723	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-93-8067-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JN-01	0.8519	-0.8418	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JO-01	0.8344	-0.2759	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JP-01	0.3508	-0.3838	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JQ-01	0.0746	0.1964	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-7039-01	1.4457	0.2814	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-7043-01	1.6756	-0.9137	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-7562-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-7567-01	0.079	-0.1774	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-7944-01	-0.8696	-0.8246	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-7947-01	-3.4192	-0.7855	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-7948-01	-2.357	0.7031	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-8039-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-8494-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VK-01	1.2631	-0.7345	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VN-01	-0.5148	1.2978	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VP-01	0.5314	0.1113	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-7546-01	-3.0956	-0.0333	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-7547-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-7552-01	-0.6139	-0.3574	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-7553-01	-0.2365	-0.8709	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-7554-01	0.0876	0.1705	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-7937-01	0.1435	-0.35	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-7938-01	-2.9849	0.1244	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-7941-01	-2.0218	-0.6245	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8171-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8172-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8174-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8175-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8176-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8177-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8179-01	0.1857	-0.2849	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8547-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-8552-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-A4LX-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M0-01	0.4527	1.9519	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M1-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M2-01	0.8624	-0.7368	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M3-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M5-01	1.0822	-0.5157	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M6-01	-0.65	0.5052	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M7-01	0.6496	0.216	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-99-7458-01	-0.9572	-0.4041	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-99-8025-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-99-8028-01	0.0787	0.2107	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-99-8032-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-99-8033-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-99-AA5R-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-J2-8192-01	1.42	0.4462	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-J2-8194-01	0.4734	-0.9596	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AD-01	0.2414	-0.0823	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AE-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AG-01	0.2874	-0.6279	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L4-A4E5-01	0.0083	0.6437	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L4-A4E6-01	0.0642	0.5744	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L9-A443-01	-0.0559	1.3731	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L9-A444-01	0.8483	1.9267	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L9-A50W-01	0.6747	0.703	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L9-A5IP-01	0.9839	0.9157	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L9-A743-01	0.2653	-0.6553	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L9-A7SV-01	2.3006	0.2084	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-L9-A8F4-01	1.8012	-0.6417	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N1-01	1.0303	1.7522	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N4-01	0.5584	0.0191	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N5-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SV-01	0.3773	0.5772	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SW-01	1.15	1.3124	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SY-01	0.6276	-0.0936	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T2-01	2.2554	2.0117	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T4-01	0.5831	0.0522	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T6-01	0.3194	0.7154	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T7-01	1.1073	-0.4189	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T8-01	0.7362	-0.6143	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T9-01	-1.0243	1.9154	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TA-01	0.6267	-1.0818	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TC-01	0.405	-0.0576	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TD-01	0.1607	-0.8191	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TE-01	0.4162	-0.8948	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TF-01	2.9118	0.3844	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TH-01	0.7533	0.0023	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TI-01	-0.0207	-0.3455	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TJ-01	-0.916	-0.3596	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TK-01	0.7149	2.0412	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A5C7-01	0.1558	-1.0599	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YF-01	0.2507	-0.2786	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YG-01	0.3702	-0.516	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YI-01	-0.1516	0.5954	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YP-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YQ-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55A-01	1.2157	-0.2443	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55O-01	0.9603	-0.6151	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55R-01	0.4344	-0.993	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A7XG-01	1.6189	0.2949	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-O1-A52J-01	2.2766	0.5818	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-S2-AA1A-01	0.5296	0.4291	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z053-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z025-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z002-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z055-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z021-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z000-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z057-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z061-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z016-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z032-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z023-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z015-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z043-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z028-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z005-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z010-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z047-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z020-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z052-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z018-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z056-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z009-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z004-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z058-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z033-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z036-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z026-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z042-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z011-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z019-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z013-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z001-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z022-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z059-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z007-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z050-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z037-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z027-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z062-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z030-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z044-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z048-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z017-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z003-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z051-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z041-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z054-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z045-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z031-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z049-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z060-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z014-01	NA	NA	NA	NA
