STUDY_ID	SAMPLE_ID	TP53	EGFR	KRAS	AURKA
luad_tcga_pan_can_atlas_2018	TCGA-55-8094-01	-2.3381	-4.1026	3.769	1.4646
luad_tcga_pan_can_atlas_2018	TCGA-55-8096-01	-1.1281	1.8934	-0.3327	-0.7697
luad_tcga_pan_can_atlas_2018	TCGA-55-8097-01	0.2204	0.1452	1.1911	-0.7491
luad_tcga_pan_can_atlas_2018	TCGA-55-8203-01	0.6996	-0.2905	0.813	0.1689
luad_tcga_pan_can_atlas_2018	TCGA-55-8204-01	-1.0996	0.4459	-0.6431	-0.0121
luad_tcga_pan_can_atlas_2018	TCGA-55-8205-01	-0.2063	0.4945	-0.5518	1.0771
luad_tcga_pan_can_atlas_2018	TCGA-55-8206-01	0.2563	0.9965	-0.7501	-0.2428
luad_tcga_pan_can_atlas_2018	TCGA-55-8207-01	0.066	0.9391	0.2345	-1.5756
luad_tcga_pan_can_atlas_2018	TCGA-55-8208-01	0.3618	-1.1215	-0.055	-0.0394
luad_tcga_pan_can_atlas_2018	TCGA-55-8299-01	0.1128	0.0406	-0.9408	-0.0246
luad_tcga_pan_can_atlas_2018	TCGA-55-8301-01	0.9344	0.3538	-0.6697	0.2953
luad_tcga_pan_can_atlas_2018	TCGA-55-8302-01	-1.4948	-0.2483	0.8143	0.5542
luad_tcga_pan_can_atlas_2018	TCGA-55-8505-01	-0.1608	-0.4273	0.4386	0.713
luad_tcga_pan_can_atlas_2018	TCGA-55-8506-01	-0.8062	0.7084	-0.825	0.4457
luad_tcga_pan_can_atlas_2018	TCGA-55-8507-01	-1.3133	-0.9008	1.1582	0.6055
luad_tcga_pan_can_atlas_2018	TCGA-55-8508-01	1.4168	0.4239	0.1941	-0.1521
luad_tcga_pan_can_atlas_2018	TCGA-55-8510-01	-0.9821	0.1838	-1.2779	0.0652
luad_tcga_pan_can_atlas_2018	TCGA-55-8511-01	-1.2405	0.7154	-1.945	-0.0442
luad_tcga_pan_can_atlas_2018	TCGA-55-8512-01	-0.1063	0.1372	-0.6456	-2.1567
luad_tcga_pan_can_atlas_2018	TCGA-55-8513-01	-0.241	-0.1528	-0.5627	-1.5335
luad_tcga_pan_can_atlas_2018	TCGA-55-8514-01	-0.6367	0.0044	-0.8011	-1.5796
luad_tcga_pan_can_atlas_2018	TCGA-55-8614-01	0.6879	0.714	-1.0796	-0.3241
luad_tcga_pan_can_atlas_2018	TCGA-55-8615-01	0.426	-0.0634	0.5974	-0.485
luad_tcga_pan_can_atlas_2018	TCGA-55-8616-01	-2.0981	0.8396	0.9643	-0.7664
luad_tcga_pan_can_atlas_2018	TCGA-55-8619-01	-0.1559	-0.1282	-0.7598	-1.2996
luad_tcga_pan_can_atlas_2018	TCGA-55-8620-01	0.3337	-3.0795	-0.2702	1.2318
luad_tcga_pan_can_atlas_2018	TCGA-55-8621-01	0.0631	0.0448	-0.5684	-0.8065
luad_tcga_pan_can_atlas_2018	TCGA-55-A48X-01	0.4201	0.5554	-0.334	-0.7455
luad_tcga_pan_can_atlas_2018	TCGA-55-A48Y-01	0.4231	-0.2935	-0.1493	0.2683
luad_tcga_pan_can_atlas_2018	TCGA-55-A48Z-01	-0.1229	1.2856	-0.8286	0.2519
luad_tcga_pan_can_atlas_2018	TCGA-55-A490-01	-2.4712	1.6655	1.0998	0.7037
luad_tcga_pan_can_atlas_2018	TCGA-55-A491-01	0.679	-0.2438	-0.5798	-0.8799
luad_tcga_pan_can_atlas_2018	TCGA-55-A492-01	0.1734	-2.1338	-0.5886	-1.4974
luad_tcga_pan_can_atlas_2018	TCGA-55-A493-01	-0.112	1.2086	1.2048	1.5171
luad_tcga_pan_can_atlas_2018	TCGA-55-A494-01	0.4809	0.3305	1.7483	-0.3645
luad_tcga_pan_can_atlas_2018	TCGA-55-A4DF-01	0.7248	-1.3793	0.7745	1.2992
luad_tcga_pan_can_atlas_2018	TCGA-55-A4DG-01	1.0536	0.8377	-1.9884	-1.1626
luad_tcga_pan_can_atlas_2018	TCGA-55-A57B-01	0.2879	1.85	-0.9536	-1.2136
luad_tcga_pan_can_atlas_2018	TCGA-62-8394-01	1.0912	0.5478	-0.4794	0.6576
luad_tcga_pan_can_atlas_2018	TCGA-62-8395-01	0.2527	0.5946	0.247	1.1119
luad_tcga_pan_can_atlas_2018	TCGA-62-8397-01	-1.3965	1.7423	-1.0378	-0.9857
luad_tcga_pan_can_atlas_2018	TCGA-62-8398-01	0.5117	-0.7075	0.798	0.6631
luad_tcga_pan_can_atlas_2018	TCGA-62-8399-01	-2.1864	0.7763	-0.3143	-0.0726
luad_tcga_pan_can_atlas_2018	TCGA-62-8402-01	0.4534	0.5489	-0.0233	0.8086
