STUDY_ID	SAMPLE_ID	KRAS	EGFR	AURKA	TP53
luad_tcga_pan_can_atlas_2018	TCGA-62-A471-01	-0.1788	-1.6827	1.7054	0.1037
luad_tcga_pan_can_atlas_2018	TCGA-62-A472-01	-0.1931	0.4352	0.0352	-1.8682
luad_tcga_pan_can_atlas_2018	TCGA-64-1676-01	-0.7713	-0.5949	0.4142	-2.1062
luad_tcga_pan_can_atlas_2018	TCGA-64-1677-01	-0.0822	-1.2296	0.8737	0.9994
luad_tcga_pan_can_atlas_2018	TCGA-64-1678-01	1.3403	-2.3074	1.5929	-2.0081
luad_tcga_pan_can_atlas_2018	TCGA-64-1679-01	-0.3989	0.8332	-0.0187	0.4961
luad_tcga_pan_can_atlas_2018	TCGA-64-1680-01	-0.9262	-0.5003	-1.0959	0.4458
luad_tcga_pan_can_atlas_2018	TCGA-64-1681-01	0.1874	0.4539	-0.2954	0.4104
luad_tcga_pan_can_atlas_2018	TCGA-64-5774-01	0.0305	0.8958	1.2396	0.2075
luad_tcga_pan_can_atlas_2018	TCGA-64-5775-01	0.374	0.0448	0.6184	0.5527
luad_tcga_pan_can_atlas_2018	TCGA-64-5778-01	-0.8522	-1.2961	0.2742	0.5311
luad_tcga_pan_can_atlas_2018	TCGA-64-5779-01	0.1564	-0.747	0.7763	-1.7563
luad_tcga_pan_can_atlas_2018	TCGA-64-5781-01	-0.7433	-0.4802	0.7662	-0.7405
luad_tcga_pan_can_atlas_2018	TCGA-64-5815-01	0.2455	0.1952	-0.2813	0.1655
luad_tcga_pan_can_atlas_2018	TCGA-67-3770-01	-0.4646	0.4981	-1.8646	-0.7453
luad_tcga_pan_can_atlas_2018	TCGA-67-3771-01	-0.9009	-0.7253	0.68	-0.1569
luad_tcga_pan_can_atlas_2018	TCGA-67-3772-01	-0.2947	-0.0191	-1.1769	0.6724
luad_tcga_pan_can_atlas_2018	TCGA-67-3773-01	0.6718	-0.3152	-1.7754	-0.5889
luad_tcga_pan_can_atlas_2018	TCGA-67-3774-01	0.6846	-1.1358	-0.6176	0.4441
luad_tcga_pan_can_atlas_2018	TCGA-67-4679-01	0.3597	0.2972	-1.7162	0.8003
luad_tcga_pan_can_atlas_2018	TCGA-67-6215-01	1.085	0.4501	-0.2905	0.3305
luad_tcga_pan_can_atlas_2018	TCGA-67-6216-01	-0.1504	0.1631	-1.7756	1.0381
luad_tcga_pan_can_atlas_2018	TCGA-67-6217-01	-0.8493	1.2692	-1.8788	-0.0532
luad_tcga_pan_can_atlas_2018	TCGA-69-7760-01	0.1469	1.5658	0.5	0.2857
luad_tcga_pan_can_atlas_2018	TCGA-69-7761-01	0.1448	-0.3528	0.4738	-0.5514
luad_tcga_pan_can_atlas_2018	TCGA-69-7763-01	0.2501	-1.1753	-0.5772	0.313
luad_tcga_pan_can_atlas_2018	TCGA-69-7764-01	0.3985	0.3013	1.1741	0.2602
luad_tcga_pan_can_atlas_2018	TCGA-69-7765-01	-0.2619	0.6159	-0.343	-1.0666
luad_tcga_pan_can_atlas_2018	TCGA-69-7973-01	1.0813	-0.1783	1.2275	1.3085
luad_tcga_pan_can_atlas_2018	TCGA-69-7974-01	0.4626	0.3247	0.3763	-0.4443
luad_tcga_pan_can_atlas_2018	TCGA-69-7978-01	-0.3745	0.6659	0.5948	-0.3622
luad_tcga_pan_can_atlas_2018	TCGA-69-7979-01	-0.703	0.1009	0.2049	0.6165
luad_tcga_pan_can_atlas_2018	TCGA-69-7980-01	0.8778	-0.059	-0.4134	-1.1166
luad_tcga_pan_can_atlas_2018	TCGA-69-8253-01	-0.3992	-1.0509	-0.3526	0.6996
luad_tcga_pan_can_atlas_2018	TCGA-69-8254-01	0.0275	0.2926	-1.4093	-0.0026
luad_tcga_pan_can_atlas_2018	TCGA-69-8255-01	-0.6163	1.1116	3.7382	-1.572
luad_tcga_pan_can_atlas_2018	TCGA-69-8453-01	-0.8531	-0.3713	-0.6579	-0.1587
luad_tcga_pan_can_atlas_2018	TCGA-69-A59K-01	1.0352	0.2606	-0.3498	-0.1361
luad_tcga_pan_can_atlas_2018	TCGA-71-6725-01	-0.2388	0.554	0.1148	-2.9205
luad_tcga_pan_can_atlas_2018	TCGA-71-8520-01	-0.609	1.275	-0.1743	-2.1896
luad_tcga_pan_can_atlas_2018	TCGA-73-4658-01	-0.2171	0.3344	-0.3139	-0.2224
luad_tcga_pan_can_atlas_2018	TCGA-73-4659-01	0.7848	-0.5809	0.4939	0.2868
luad_tcga_pan_can_atlas_2018	TCGA-73-4662-01	0.6096	0.7661	-0.1986	0.1726
luad_tcga_pan_can_atlas_2018	TCGA-73-4666-01	-0.4394	0.4606	1.3266	1.9023
luad_tcga_pan_can_atlas_2018	TCGA-73-4668-01	2.4408	0.8293	0.248	0.6876
luad_tcga_pan_can_atlas_2018	TCGA-73-4670-01	0.7054	0.1248	1.2625	-2.4523
luad_tcga_pan_can_atlas_2018	TCGA-73-4675-01	-0.1317	-0.7434	-1.6428	0.4162
luad_tcga_pan_can_atlas_2018	TCGA-73-4676-01	-0.2938	0.4341	0.7747	0.1439
luad_tcga_pan_can_atlas_2018	TCGA-73-4677-01	-0.2585	-0.2176	-1.2718	0.2558
luad_tcga_pan_can_atlas_2018	TCGA-73-7498-01	-0.1251	0.0267	-1.8578	0.3419
luad_tcga_pan_can_atlas_2018	TCGA-73-7499-01	-0.4029	-0.4119	0.9415	-1.8166
luad_tcga_pan_can_atlas_2018	TCGA-73-A9RS-01	0.3747	-0.6841	1.5247	-1.7238
luad_tcga_pan_can_atlas_2018	TCGA-75-5122-01	2.5473	-0.3461	0.1607	0.6187
luad_tcga_pan_can_atlas_2018	TCGA-75-5125-01	0.8691	-0.3915	1.0576	0.6848
luad_tcga_pan_can_atlas_2018	TCGA-75-5126-01	0.1173	-0.0666	1.0525	-1.0898
luad_tcga_pan_can_atlas_2018	TCGA-75-5146-01	0.5156	-1.135	-1.5022	-0.3349
luad_tcga_pan_can_atlas_2018	TCGA-75-5147-01	-0.4419	-0.7349	0.2829	0.3567
luad_tcga_pan_can_atlas_2018	TCGA-75-6203-01	-0.9773	0.0839	-1.3082	-0.1964
luad_tcga_pan_can_atlas_2018	TCGA-75-6205-01	-1.0627	0.8972	0.0839	-0.1003
luad_tcga_pan_can_atlas_2018	TCGA-75-6206-01	-0.4008	0.0647	-1.946	-0.0122
luad_tcga_pan_can_atlas_2018	TCGA-75-6207-01	-0.6155	1.3068	0.0537	-2.4837
luad_tcga_pan_can_atlas_2018	TCGA-75-6211-01	-0.4988	0.5138	0.7482	-2.2456
luad_tcga_pan_can_atlas_2018	TCGA-75-6212-01	-1.0906	1.0358	-0.8252	0.7746
luad_tcga_pan_can_atlas_2018	TCGA-75-6214-01	-0.7592	2.0571	0.8644	0.8135
luad_tcga_pan_can_atlas_2018	TCGA-75-7025-01	-0.7827	0.6521	-1.7807	0.2249
luad_tcga_pan_can_atlas_2018	TCGA-75-7027-01	2.4126	-1.1459	0.9228	0.4959
luad_tcga_pan_can_atlas_2018	TCGA-75-7030-01	-0.1585	-0.0389	-2.2303	0.21
luad_tcga_pan_can_atlas_2018	TCGA-75-7031-01	0.1252	-0.7117	-0.1153	0.5983
luad_tcga_pan_can_atlas_2018	TCGA-78-7143-01	-0.0659	0.6382	-0.043	0.8267
luad_tcga_pan_can_atlas_2018	TCGA-78-7145-01	0.7131	0.1529	0.6529	0.1638
luad_tcga_pan_can_atlas_2018	TCGA-78-7146-01	0.848	1.0848	0.8359	1.1338
luad_tcga_pan_can_atlas_2018	TCGA-78-7147-01	-2.0254	1.2201	-0.1313	-2.0417
luad_tcga_pan_can_atlas_2018	TCGA-78-7148-01	0.798	-0.2766	-0.04	0.8842
luad_tcga_pan_can_atlas_2018	TCGA-78-7149-01	-1.0435	-1.458	-1.0313	1.1207
luad_tcga_pan_can_atlas_2018	TCGA-78-7150-01	1.1488	-0.0096	1.6707	-0.1383
luad_tcga_pan_can_atlas_2018	TCGA-78-7152-01	0.0734	-1.138	-0.794	1.4916
luad_tcga_pan_can_atlas_2018	TCGA-78-7153-01	-0.4616	-1.325	0.5903	1.8614
luad_tcga_pan_can_atlas_2018	TCGA-78-7154-01	0.2008	-0.2616	1.392	0.8318
luad_tcga_pan_can_atlas_2018	TCGA-78-7155-01	2.2751	-2.227	1.8317	1.2901
luad_tcga_pan_can_atlas_2018	TCGA-78-7156-01	-0.4347	-0.5134	-1.9081	1.1505
luad_tcga_pan_can_atlas_2018	TCGA-78-7158-01	-0.3598	0.1714	-0.891	2.0694
luad_tcga_pan_can_atlas_2018	TCGA-78-7159-01	0.6543	0.3395	0.3433	0.7751
luad_tcga_pan_can_atlas_2018	TCGA-78-7160-01	0.3393	-0.4217	-0.3968	1.1731
luad_tcga_pan_can_atlas_2018	TCGA-78-7161-01	0.097	-0.7673	-0.1609	0.5871
luad_tcga_pan_can_atlas_2018	TCGA-78-7162-01	-0.5479	-0.1451	-1.1831	0.6454
luad_tcga_pan_can_atlas_2018	TCGA-78-7163-01	-1.4165	0.2754	-1.2835	0.8763
luad_tcga_pan_can_atlas_2018	TCGA-78-7166-01	-0.1117	-1.5612	0.5316	1.5893
luad_tcga_pan_can_atlas_2018	TCGA-78-7167-01	0.3731	-0.4279	-1.77	0.5981
luad_tcga_pan_can_atlas_2018	TCGA-78-7220-01	1.9817	-0.8119	1.9385	0.7449
luad_tcga_pan_can_atlas_2018	TCGA-78-7535-01	-1.1627	-0.4786	0.3847	-1.6275
luad_tcga_pan_can_atlas_2018	TCGA-78-7536-01	0.1936	0.2232	1.5176	0.6138
luad_tcga_pan_can_atlas_2018	TCGA-78-7537-01	-0.7157	-0.7733	-0.58	1.0696
luad_tcga_pan_can_atlas_2018	TCGA-78-7539-01	0.441	0.4072	-1.0655	0.1649
luad_tcga_pan_can_atlas_2018	TCGA-78-7540-01	0.9459	0.1856	-0.8053	-0.4399
luad_tcga_pan_can_atlas_2018	TCGA-78-7542-01	-0.6069	0.9038	1.2532	-2.16
luad_tcga_pan_can_atlas_2018	TCGA-78-7633-01	-0.263	-0.0788	-1.1016	0.3384
luad_tcga_pan_can_atlas_2018	TCGA-78-8640-01	-0.9232	-2.3052	0.5587	-0.601
luad_tcga_pan_can_atlas_2018	TCGA-78-8648-01	-0.9164	-0.6735	-0.3565	-0.0081
luad_tcga_pan_can_atlas_2018	TCGA-78-8655-01	0.0981	-0.0012	-0.9394	0.7031
luad_tcga_pan_can_atlas_2018	TCGA-78-8660-01	-1.0853	-0.5518	1.2377	-1.2801
luad_tcga_pan_can_atlas_2018	TCGA-78-8662-01	-0.6137	1.3481	0.3445	-2.6361
luad_tcga_pan_can_atlas_2018	TCGA-80-5607-01	-0.1158	-0.3961	-0.2021	0.4148
luad_tcga_pan_can_atlas_2018	TCGA-80-5608-01	0.3739	-0.9675	0.5242	-0.31
luad_tcga_pan_can_atlas_2018	TCGA-80-5611-01	-2.0835	-0.756	1.0031	-0.0689
luad_tcga_pan_can_atlas_2018	TCGA-83-5908-01	1.0309	0.798	1.5853	0.4076
luad_tcga_pan_can_atlas_2018	TCGA-86-6562-01	0.6059	0.7729	0.0463	0.7976
luad_tcga_pan_can_atlas_2018	TCGA-86-6851-01	0.7596	0.4732	-0.008	0.9047
luad_tcga_pan_can_atlas_2018	TCGA-86-7701-01	0.6501	-1.4382	0.5531	-1.0195
luad_tcga_pan_can_atlas_2018	TCGA-86-7711-01	-1.0339	-0.1282	0.1029	-0.2066
luad_tcga_pan_can_atlas_2018	TCGA-86-7713-01	1.8391	0.8226	0.957	-2.7572
luad_tcga_pan_can_atlas_2018	TCGA-86-7714-01	-0.2533	1.0217	-1.1563	0.0239
luad_tcga_pan_can_atlas_2018	TCGA-86-7953-01	0.4435	0.2456	0.1798	-1.5279
luad_tcga_pan_can_atlas_2018	TCGA-86-7954-01	2.415	-0.2265	0.1806	0.826
luad_tcga_pan_can_atlas_2018	TCGA-86-7955-01	-2.2358	0.199	1.1247	-0.445
luad_tcga_pan_can_atlas_2018	TCGA-86-8054-01	1.3341	0.9716	1.5312	0.6305
luad_tcga_pan_can_atlas_2018	TCGA-86-8055-01	-0.1833	2.088	-0.1949	0.1695
luad_tcga_pan_can_atlas_2018	TCGA-86-8056-01	1.0571	0.3365	-0.3908	-0.8172
luad_tcga_pan_can_atlas_2018	TCGA-86-8073-01	-0.1625	-0.2143	-0.1582	-1.9818
luad_tcga_pan_can_atlas_2018	TCGA-86-8074-01	-0.6658	1.4608	0.3938	1.3876
luad_tcga_pan_can_atlas_2018	TCGA-86-8075-01	-0.5548	1.1587	-0.161	0.0099
luad_tcga_pan_can_atlas_2018	TCGA-86-8076-01	-0.1678	-0.125	-1.1924	1.1069
luad_tcga_pan_can_atlas_2018	TCGA-86-8278-01	-0.3959	0.7346	-1.1182	-0.3952
luad_tcga_pan_can_atlas_2018	TCGA-86-8279-01	-1.3291	0.496	-0.0696	1.0456
luad_tcga_pan_can_atlas_2018	TCGA-86-8280-01	-0.5533	0.7343	-0.4726	0.4179
luad_tcga_pan_can_atlas_2018	TCGA-86-8281-01	0.2036	-0.5464	-1.0087	0.7603
luad_tcga_pan_can_atlas_2018	TCGA-86-8358-01	-0.0279	-2.8038	1.4722	-0.2964
luad_tcga_pan_can_atlas_2018	TCGA-86-8359-01	-0.7083	-0.9092	0.5339	0.5653
luad_tcga_pan_can_atlas_2018	TCGA-86-8585-01	-0.1192	-2.9417	1.007	-2.1059
luad_tcga_pan_can_atlas_2018	TCGA-86-8668-01	-1.1648	2.2288	-1.504	0.0864
luad_tcga_pan_can_atlas_2018	TCGA-86-8669-01	0.2615	-0.7285	1.2322	-0.1981
luad_tcga_pan_can_atlas_2018	TCGA-86-8671-01	-1.2474	-0.2773	-0.6198	0.2913
luad_tcga_pan_can_atlas_2018	TCGA-86-8672-01	-1.0121	-2.2221	0.4423	-0.3733
luad_tcga_pan_can_atlas_2018	TCGA-86-8673-01	-0.2949	-0.3631	0.0115	1.3253
luad_tcga_pan_can_atlas_2018	TCGA-86-8674-01	-0.2503	-1.5923	-0.4212	0.9462
luad_tcga_pan_can_atlas_2018	TCGA-86-A456-01	-0.0632	-0.1828	-0.7536	-0.3629
luad_tcga_pan_can_atlas_2018	TCGA-86-A4D0-01	0.4332	-1.7385	1.4206	1.2781
luad_tcga_pan_can_atlas_2018	TCGA-86-A4JF-01	1.3521	0.6498	0.6387	0.0454
luad_tcga_pan_can_atlas_2018	TCGA-86-A4P7-01	-0.0927	0.4102	0.015	-0.4319
luad_tcga_pan_can_atlas_2018	TCGA-86-A4P8-01	-1.0365	0.1424	-2.1905	-0.32
luad_tcga_pan_can_atlas_2018	TCGA-91-6828-01	1.2253	0.0927	0.8796	0.3514
luad_tcga_pan_can_atlas_2018	TCGA-91-6829-01	0.9206	0.126	0.3923	-1.4182
luad_tcga_pan_can_atlas_2018	TCGA-91-6830-01	-0.7712	0.4914	-0.2269	1.0871
luad_tcga_pan_can_atlas_2018	TCGA-91-6831-01	0.6012	0.443	0.9379	0.9797
luad_tcga_pan_can_atlas_2018	TCGA-91-6835-01	1.8376	0.9318	0.3619	0.4929
luad_tcga_pan_can_atlas_2018	TCGA-91-6836-01	3.4864	0.6175	1.842	-1.212
luad_tcga_pan_can_atlas_2018	TCGA-91-6840-01	-0.3173	0.4348	-0.0712	1.0122
luad_tcga_pan_can_atlas_2018	TCGA-91-6847-01	0.6745	2.6229	0.9761	0.9945
luad_tcga_pan_can_atlas_2018	TCGA-91-6848-01	-0.2873	0.3972	0.6464	1.7634
luad_tcga_pan_can_atlas_2018	TCGA-91-6849-01	-1.5642	-0.6611	-1.5832	0.6301
luad_tcga_pan_can_atlas_2018	TCGA-91-7771-01	0.6413	-0.6971	0.3194	0.5528
luad_tcga_pan_can_atlas_2018	TCGA-91-8496-01	-0.8787	0.3179	-0.7546	-0.0083
luad_tcga_pan_can_atlas_2018	TCGA-91-8497-01	-0.9187	0.022	-1.8156	0.2516
luad_tcga_pan_can_atlas_2018	TCGA-91-8499-01	0.9926	-3.7588	0.8378	2.2427
luad_tcga_pan_can_atlas_2018	TCGA-91-A4BC-01	-0.6631	-1.4173	0.763	-0.6754
luad_tcga_pan_can_atlas_2018	TCGA-91-A4BD-01	-1.3861	-0.8109	-1.2457	-0.1111
luad_tcga_pan_can_atlas_2018	TCGA-93-7347-01	-0.0815	0.383	-1.3045	0.4028
luad_tcga_pan_can_atlas_2018	TCGA-93-7348-01	0.0103	0.0829	-1.2344	0.4169
luad_tcga_pan_can_atlas_2018	TCGA-93-8067-01	0.7249	-0.3594	1.2925	0.4094
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JN-01	-1.3174	-0.2587	0.4261	0.8235
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JO-01	0.0088	-0.556	-0.4115	0.3658
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JP-01	-0.8163	0.5334	-0.1398	-0.5005
luad_tcga_pan_can_atlas_2018	TCGA-93-A4JQ-01	-0.725	0.1417	0.0493	-0.2715
luad_tcga_pan_can_atlas_2018	TCGA-95-7039-01	-0.1387	0.3999	0.0789	0.8144
luad_tcga_pan_can_atlas_2018	TCGA-95-7043-01	-0.3887	0.3561	0.259	2.0962
luad_tcga_pan_can_atlas_2018	TCGA-95-7562-01	-0.1561	0.6754	0.8534	1.5801
luad_tcga_pan_can_atlas_2018	TCGA-95-7567-01	0.9867	-0.4254	0.9121	1.0481
luad_tcga_pan_can_atlas_2018	TCGA-95-7944-01	-0.7064	0.8124	0.9984	0.4357
luad_tcga_pan_can_atlas_2018	TCGA-95-7947-01	-1.2176	-0.0583	0.755	0.9122
luad_tcga_pan_can_atlas_2018	TCGA-95-7948-01	-0.677	0.7749	-1.4327	0.8615
luad_tcga_pan_can_atlas_2018	TCGA-95-8039-01	-0.8149	0.1651	-0.6434	0.006
luad_tcga_pan_can_atlas_2018	TCGA-95-8494-01	2.1876	0.8558	1.0332	0.1004
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VK-01	-0.4057	-0.4179	-0.2996	0.7662
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VN-01	0.3224	1.2436	0.5609	0.0636
luad_tcga_pan_can_atlas_2018	TCGA-95-A4VP-01	-0.3331	-1.4647	0.3161	0.29
luad_tcga_pan_can_atlas_2018	TCGA-97-7546-01	0.1164	0.8739	-0.2725	-0.0884
luad_tcga_pan_can_atlas_2018	TCGA-97-7547-01	0.1534	0.1603	-2.4996	0.1625
luad_tcga_pan_can_atlas_2018	TCGA-97-7552-01	0.4517	0.1114	-1.2478	0.5001
luad_tcga_pan_can_atlas_2018	TCGA-97-7553-01	-0.6703	0.1636	-0.0339	0.4407
luad_tcga_pan_can_atlas_2018	TCGA-97-7554-01	2.3773	1.2984	-0.3351	0.817
luad_tcga_pan_can_atlas_2018	TCGA-97-7937-01	-0.2749	0.4776	0.1746	0.9853
luad_tcga_pan_can_atlas_2018	TCGA-97-7938-01	0.0679	0.6858	-1.0358	-0.5338
luad_tcga_pan_can_atlas_2018	TCGA-97-7941-01	-0.8306	-0.3492	-1.5413	0.3376
luad_tcga_pan_can_atlas_2018	TCGA-97-8171-01	-0.9314	0.7652	0.0856	1.51
luad_tcga_pan_can_atlas_2018	TCGA-97-8172-01	1.1143	-0.0795	-1.4313	0.5048
luad_tcga_pan_can_atlas_2018	TCGA-97-8174-01	-0.1295	0.0646	-2.0066	0.2971
luad_tcga_pan_can_atlas_2018	TCGA-97-8175-01	0.3294	-0.2982	0.0185	-0.8557
luad_tcga_pan_can_atlas_2018	TCGA-97-8176-01	-0.0447	-0.8514	0.5925	1.8599
luad_tcga_pan_can_atlas_2018	TCGA-97-8177-01	-0.9265	0.0135	-0.6039	0.6103
luad_tcga_pan_can_atlas_2018	TCGA-97-8179-01	-0.3144	-0.0204	0.0007	1.3697
luad_tcga_pan_can_atlas_2018	TCGA-97-8547-01	-0.652	0.9317	-0.6462	-0.6476
luad_tcga_pan_can_atlas_2018	TCGA-97-8552-01	-0.9321	0.3557	-1.0205	0.1665
luad_tcga_pan_can_atlas_2018	TCGA-97-A4LX-01	0.0596	0.6666	-0.2469	0.2931
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M0-01	0.6727	0.9561	-1.535	-1.2609
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M1-01	-1.5549	0.2201	-0.8108	0.6947
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M2-01	-0.789	-0.4239	-1.527	0.0537
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M3-01	0.0525	-1.0391	-0.6447	1.0963
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M5-01	0.0296	-0.4523	-0.7979	-0.0751
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M6-01	-1.3806	0.0513	-0.8915	-0.0143
luad_tcga_pan_can_atlas_2018	TCGA-97-A4M7-01	-0.2954	1.0429	-1.0047	0.6976
luad_tcga_pan_can_atlas_2018	TCGA-99-7458-01	0.4505	1.1791	-1.4182	-1.0951
luad_tcga_pan_can_atlas_2018	TCGA-99-8025-01	-0.4444	-0.8055	-0.6245	-0.3931
luad_tcga_pan_can_atlas_2018	TCGA-99-8028-01	0.4982	-0.9844	-0.4086	0.4719
luad_tcga_pan_can_atlas_2018	TCGA-99-8032-01	0.1028	-0.6415	0.6668	0.3472
luad_tcga_pan_can_atlas_2018	TCGA-99-8033-01	-0.0213	0.6167	1.1112	-2.2972
luad_tcga_pan_can_atlas_2018	TCGA-99-AA5R-01	-1.3737	-0.2392	-1.3593	-0.3665
luad_tcga_pan_can_atlas_2018	TCGA-J2-8192-01	0.1728	1.3225	-1.5195	0.3279
luad_tcga_pan_can_atlas_2018	TCGA-J2-8194-01	0.0686	-0.1171	-2.1253	0.183
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AD-01	-0.9324	-0.1815	0.0068	0.1606
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AE-01	-0.993	0.2791	-0.8174	-0.7913
luad_tcga_pan_can_atlas_2018	TCGA-J2-A4AG-01	1.141	-0.359	-1.2318	-0.0512
luad_tcga_pan_can_atlas_2018	TCGA-L4-A4E5-01	-0.4177	1.3055	1.4807	-0.1816
luad_tcga_pan_can_atlas_2018	TCGA-L4-A4E6-01	-0.8149	-0.4359	-1.1756	-0.1715
luad_tcga_pan_can_atlas_2018	TCGA-L9-A443-01	0.5515	-0.0948	0.3893	0.1507
luad_tcga_pan_can_atlas_2018	TCGA-L9-A444-01	-1.2665	1.4028	-0.318	-0.0863
luad_tcga_pan_can_atlas_2018	TCGA-L9-A50W-01	-0.8401	0.6835	-1.3917	-0.7076
luad_tcga_pan_can_atlas_2018	TCGA-L9-A5IP-01	0.849	0.7563	0.4901	0.3235
luad_tcga_pan_can_atlas_2018	TCGA-L9-A743-01	-0.93	-0.0578	0.1658	-0.1718
luad_tcga_pan_can_atlas_2018	TCGA-L9-A7SV-01	-0.0952	0.895	0.2904	0.589
luad_tcga_pan_can_atlas_2018	TCGA-L9-A8F4-01	-1.3698	-1.1262	0.0048	0.7992
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N1-01	0.1621	-0.0458	0.26	0.4174
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N4-01	-0.4796	-0.2549	-0.3425	0.9467
luad_tcga_pan_can_atlas_2018	TCGA-MN-A4N5-01	1.2479	0.0572	0.6866	-1.7585
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SV-01	0.4193	0.3534	0.572	-0.2298
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SW-01	-0.1892	0.9991	-0.8923	-0.0979
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4SY-01	0.5834	0.0805	-0.0539	-0.7266
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T2-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T4-01	-0.3384	0.284	0.3231	-0.2875
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T6-01	-1.7728	0.8491	-1.2524	-0.3065
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T7-01	-0.4594	-0.4254	0.8817	0.4851
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T8-01	0.4884	-0.4937	0.3692	-2.1364
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4T9-01	-0.0214	1.5983	-0.376	-1.1317
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TA-01	-1.466	-0.4963	1.1844	0.2348
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TC-01	-1.1455	0.079	0.2857	0.9456
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TD-01	-0.0052	-1.0884	0.0984	0.577
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TE-01	0.8834	-0.5179	0.78	0.1355
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TF-01	6.1508	1.5045	0.4232	-0.1751
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TH-01	-0.55	-0.0782	-1.7674	0.2743
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TI-01	0.0815	-0.5782	0.4665	0.2459
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TJ-01	0.376	-0.047	0.2097	0.4001
luad_tcga_pan_can_atlas_2018	TCGA-MP-A4TK-01	0.2065	1.0506	0.3471	0.4458
luad_tcga_pan_can_atlas_2018	TCGA-MP-A5C7-01	0.2343	-0.5462	0.1925	0.93
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YF-01	0.2579	-1.4384	2.2803	-2.833
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YG-01	0.2901	-0.6341	-1.1417	0.9
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YI-01	0.3373	0.3752	-1.2648	0.797
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YP-01	-0.4868	-1.3377	-0.3318	0.9319
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A4YQ-01	-1.9736	-0.9461	0.3472	-1.1567
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55A-01	-0.5029	0.5986	-1.5741	0.2155
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55O-01	-0.2376	-0.5716	0.377	-0.4412
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A55R-01	0.0523	-0.8512	1.3536	0.0756
luad_tcga_pan_can_atlas_2018	TCGA-NJ-A7XG-01	-0.3801	-0.5203	-2.3142	0.676
luad_tcga_pan_can_atlas_2018	TCGA-O1-A52J-01	-2.246	1.012	-0.3392	-1.9659
luad_tcga_pan_can_atlas_2018	TCGA-S2-AA1A-01	-0.1752	-0.7046	-1.6269	-0.0377
luad_tcga_pan_can_atlas_2018	TCGA-17-Z053-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z025-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z002-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z055-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z021-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z000-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z057-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z061-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z016-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z032-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z023-01	NA	NA	NA	NA
luad_tcga_pan_can_atlas_2018	TCGA-17-Z015-01	NA	NA	NA	NA
